FDID, Fire dept name, HQ addr1, HQ addr2, HQ city, HQ state, HQ zip, Mail addr1, Mail addr2, Mail PO box, Mail city, Mail state, Mail zip, HQ phone, HQ fax, County, Dept Type, Organization Type, Website, Number Of Stations, Active Firefighters - Career, Active Firefighters - Volunteer, Active Firefighters - Paid per Call, Non-Firefighting - Civilian, Non-Firefighting - Volunteer, Primary agency for emergency mgmt
"00806","Merry Hill-Midway Volunteer Fire Department, Inc.","109 NC Highway 45 N","","Merry Hill","NC","27957","109 NC Highway 45 N","","","Merry Hill","NC","27957-9589","252-482-3656","","Bertie","Volunteer","Contract fire department","","1","0","27","0","0","0","No"
"05116","Micro Volunteer Fire Department","102 W Main ST","","Micro","NC","27555-0300","","","PO Box 300","Micro","NC","27555-0300","919-284-2219","919-284-6961","Johnston","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.microfd.org/","1","0","29","0","0","0",""
"09403","Mid-County Volunteer Fire Department, Inc.","18135 NC HWY 32 N","","Roper","NC","27970-8949","18135 NC HWY 32 N","","","Roper","NC","27970","252-793-2999","252-793-5497","Washington","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","27","0","0","0",""
"06406","Middlesex Volunteer Fire Department","11636 W Finch AVE","","Middlesex","NC","27557","","","PO Box 333","Middlesex","NC","27557-0333","252-235-3209","","Nash","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","29","0","0","1","Yes"
"01312","Midland Fire Department","12807 Highway 601","","Midland","NC","28107","12807 Highway 601","","","Midland","NC","28107","704-984-3276","","Cabarrus","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","8","5","54","0","1","No"
"02910","Midway Fire & Rescue Department, Inc.","228 Midway School RD","","Lexington","NC","27295","228 Midway School RD","","","Lexington","NC","27295-5608","336-764-0920","336-764-5386","Davidson","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.midwayfiredept.com/","1","11","24","14","0","3","Yes"
"01631","Mill Creek Fire Department","2370 Mill Creek RD","","Newport","NC","28570","","","PO Box 1296","Newport","NC","28570-1296","252-247-4777","252-247-4473","Carteret","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","4","24","0","0","24","Yes"
"07503","Mill Spring Volunteer Fire Department, Inc.","145 Old Rutherfordton RD","","Mill Spring","NC","28756","","","PO Box 187","Mill Spring","NC","28756-0187","828-894-2454","","Polk","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","0","35","0","0","6","No"
"04605","Millennium Fire Department, Inc.","246 Millennium RD","","Aulander","NC","27805","246 Millennium RD","","","Aulander","NC","27805-9491","252-287-7992","","Hertford","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","24","0","0","3","Yes"
"08064","Miller's Ferry Volunteer Fire Department Station 64","2650 Longs Ferry RD","","Salisbury","NC","28146","2650 Longs Ferry RD","","","Salisbury","NC","28146-8446","704-637-1286","","Rowan","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","30","0","0","6",""
"09708","Millers Creek Fire Department","5200 Boone TRL","","Millers Creek","NC","28651","","","PO Box 829","Millers Creek","NC","28651-0829","336-838-3213","336-838-0008","Wilkes","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","0","37","0","1","0","Yes"
"04509","Mills River Fire and Rescue","121 School House RD","","Mills River","NC","28759","121 School House RD","","","Mills River","NC","28759-9742","828-891-7959","828-891-1490","Henderson","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.mrfd.org/","4","5","58","0","0","3","Yes"
"01702","Milton Volunteer Fire Department, Inc.","160 Broad ST","","Milton","NC","27305-0025","","","PO Box 99","Milton","NC","27305-0099","336-234-8980","336-234-8980","Caswell","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","0","25","0","0","0",""
"03410","Mineral Springs Volunteer Fire & Rescue, Inc.","1338 Old Hollow RD","","Winston Salem","NC","27105","1338 Old Hollow RD","","","Winston Salem","NC","27105","336-767-0411","336-767-0418","Forsyth","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","30","5","0","3",""
"09009","Mineral Springs Volunteer Fire Department","5804 Waxhaw HWY","","Monroe","NC","28112","5804 Waxhaw HWY","","","Monroe","NC","28112-6784","704-400-0116","704-843-4319","Union","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","6","6","31","0","10","No"
"06015","Mint Hill Fire & Rescue","8313 Fairview RD","","Mint Hill","NC","28227","","","PO Box 23065","Mint Hill","NC","28227-0272","704-545-4866","704-545-0384","Mecklenburg","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.minthillvfd.com/","1","23","20","0","0","35","Yes"
"03022","Mocksville Fire Department","335 Sanford AVE","","Mocksville","NC","27028","171 S Clement ST","","","Mocksville","NC","27028-2335","336-751-5782","336-751-9271","Davie","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","6","5","16","0","3","No"
"06417","Momeyer Volunteer Fire and Rescue, Inc.","4872 Momeyer WAY","","Nashville","NC","27856-9091","4872 Momeyer WAY","","","Nashville","NC","27856-9091","252-459-3466","252-459-5776","Nash","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","31","0","0","0","No"
"01904","Moncure Volunteer Fire Department, Inc.","2389 Old US 1 HWY","","Moncure","NC","27559","","","PO Box 289","Moncure","NC","27559-0289","919-542-4191","919-545-2839","Chatham","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","1","0","28","0","0",""
"09010","Monroe Fire Department","117 N Church  ST","PO Box 69","Monroe","NC","28112","","","PO Box 69","Monroe","NC","28111-0069","704-282-4726","704-282-4777","Union","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.monroenc.org/","5","90","0","0","1","0","Yes"
"04916","Monticello Volunteer Fire Department","160 Travis LOOP","","Statesville","NC","28625-2347","160 Travis LOOP","","","Statesville","NC","28625-2347","704-873-4449","","Iredell","Volunteer","Contract fire department","","1","0","35","0","0","0","No"
"04905","Mooresville Fire Department","457 N Main ST","","Mooresville","NC","28115","878","","","Mooresville","NC","28115-0878","704-664-1338","","Iredell","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","mooresvillefire.com","6","104","0","0","2","0","Yes"
"01624","Morehead City Fire-EMS","4034 Arendell ST","","Morehead City","NC","28557","4034 Arendell ST","","","Morehead City","NC","28557-2925","252-726-5040","252-240-0480","Carteret","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.moreheadcitync.org/265/Fire-EMS","3","50","0","15","1","1","No"
"01270","Morganton Public Safety","304 S College ST","","Morganton","NC","28655","304 S College ST","","","Morganton","NC","28655-3846","828-437-1211","828-432-2514","Burke","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","","3","90","0","0","0","0","No"
"07304","Moriah Volunteer Fire & Rescue","6005 Mount Harmony Church RD","","Rougemont","NC","27572","6005 Mount Harmony Church RD","","","Rougemont","NC","27572","336-364-7620","336-364-7620","Person","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","0","33","0","0","0",""
"09212","Morrisville Fire & Rescue Department","100 Morrisville Carpenter RD","","Morrisville","NC","27560","100 Morrisville Carpenter RD","","","Morrisville","NC","27560-9576","919-463-6120","919-380-6720","Wake","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ci.morrisville.nc.us","3","42","10","0","1","1",""
"08610","Mount Airy Fire Department","439 Rockford ST","","Mount Airy","NC","27030","439 Rockford ST","","","Mount Airy","NC","27030-4675","336-786-3570","336-719-7572","Surry","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","2","19","3","17","1","0","No"
"06202","Mount Gilead Fire Department","106 E Allenton ST","","Mount Gilead","NC","27306","","","PO Box 875","Mount Gilead","NC","27306-0875","910-439-6322","910-439-6322","Montgomery","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","29","0","0","0",""
"03619","Mount Holly Fire Department","433 Killian AVE","","Mount Holly","NC","28120","","","PO Box 406","Mount Holly","NC","28120-0406","704-822-2927","704-822-1234","Gaston","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.mtholly.us/","3","28","3","0","0","0","No"
"04115","Mount Hope Community Fire Department","6651 Holts Store RD","","Julian","NC","27283","6651 Holts Store RD","","","Julian","NC","27283-9152","336-697-0532","336-697-8929","Guilford","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.mhfd38.com/","1","13","40","0","0","15","No"
"04906","Mount Mourne Volunteer Fire Department","1577 Mecklenburg Highway","","Mooresville","NC","28115","","","PO Box 32","Mount Mourne","NC","28123-0032","704-892-1530","704-896-8572","Iredell","Volunteer","Contract fire department","https://mmvfd.com/","1","0","12","45","0","0","Yes"
"09617","Mount Olive Fire Department","401 N Center ST","","Mount Olive","NC","28365","","","PO Box 939","Mount Olive","NC","28365-0939","919-658-3243","919-658-9996","Wayne","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","5","26","0","0","0","No"
"07706","Mountain Creek Volunteer Fire Department","248 Godfrey RD","","Ellerbe","NC","28338-8371","248 Godfrey RD","","","Ellerbe","NC","28338-8371","910-652-2503","910-997-8345","Richmond","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","26","0","0","0",""
"04510","Mountain Home Fire & Rescue","3710 Asheville HWY","","Hendersonville","NC","28791","3710 Asheville HWY","","","Hendersonville","NC","28791-9080","828-692-8014","828-692-3797","Henderson","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.mtnhomefire.com/","3","17","11","6","1","0","Yes"
"08669","Mountain Park Volunteer Fire Department, Inc.","1137 Zephyer Mountain Park RD","","State Road","NC","28676-8874","1137 Zephyer Mountain Park RD","","","State Road","NC","28676-8874","336-874-2241","336-874-2241","Surry","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","32","0","0","0",""
"05711","Mountain Valley Fire Department","188 Echo Valley RD","","Franklin","NC","28734","188 Echo Valley RD","","","Franklin","NC","28734","828-349-3300","828-349-3300","Macon","Volunteer","Other","","1","0","23","0","0","0",""
"09710","Mountain View Fire Department","5416 Mountain View RD","PO Box 463","Hays","NC","28635","","","PO Box 463","Hays","NC","28635","336-696-4561","336-696-6823","Wilkes","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","30","0","0","4",""
"01811","Mountain View Volunteer Fire Department","3571 S NC 127 HWY","","Hickory","NC","28602","3571 S NC 127 HWY","","","Hickory","NC","28602-8217","828-330-0600","","Catawba","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","3","2","23","0","0","0","No"
"02701","Moyock Fire Department","108 Fire Station CT","","Moyock","NC","27958","108 Fire Station CT","","","Moyock","NC","27958-8504","252-435-2281","252-435-6450","Currituck","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","46","0","0","1",""
"09711","Mulberry-Fairplains Fire Rescue","2055 Sparta RD","","North Wilkesboro","NC","28659","","","PO Box 56","North Wilkesboro","NC","28659-0056","336-670-3401","336-670-2131","Wilkes","Volunteer","Other","","1","0","30","0","0","0",""
"04606","Murfreesboro Volunteer Fire Department","200 Sycamore ST","","Murfreesboro","NC","27855","","","PO Box 6","Murfreesboro","NC","27855-0006","252-398-4550","","Hertford","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","","1","0","0","25","0","0","Yes"
